Word,Count,Year
love,294,1960
like,164,1960
know,130,1960
funny,123,1960
oh,119,1960
yeah,115,1960
go,102,1960
might,96,1960
one,96,1960
also,95,1960
come,92,1960
little,88,1960
got,83,1960
way,78,1960
want,78,1960
let,75,1960
heart,73,1960
good,69,1960
well,68,1960
said,67,1960
ah,65,1960
take,64,1960
say,62,1960
day,60,1960
time,57,1960
never,57,1960
baby,56,1960
tell,53,1960
see,53,1960
sweet,52,1960
would,49,1960
make,48,1960
oop,47,1960
girl,46,1960
could,45,1960
night,43,1960
nah,43,1960
big,42,1960
two,40,1960
thing,40,1960
eye,39,1960
feel,39,1960
please,38,1960
around,38,1960
world,38,1960
young,37,1960
much,37,1960
think,36,1960
give,36,1960
away,35,1960
whoa,35,1960
man,34,1960
yes,34,1960
kiss,34,1960
life,34,1960
old,34,1960
saith,34,1960
new,33,1960
ca,32,1960
find,32,1960
every,32,1960
archer,32,1960
rose,31,1960
TRUE,30,1960
another,30,1960
ta,30,1960
back,30,1960
long,30,1960
na,30,1960
u,30,1960
blue,30,1960
stay,30,1960
gon,29,1960
sandy,29,1960
alone,28,1960
mind,28,1960
mine,28,1960
wo,28,1960
dance,28,1960
hand,27,1960
right,27,1960
need,27,1960
uh,27,1960
mmm,27,1960
someone,26,1960
lonely,26,1960
talk,26,1960
ha,26,1960
hear,25,1960
keep,25,1960
always,24,1960
cry,24,1960
lover,24,1960
dear,24,1960
ave,24,1960
people,23,1960
came,23,1960
happy,23,1960
going,23,1960
huh,22,1960
gave,22,1960
lip,21,1960
loved,21,1960
angel,21,1960
ooh,21,1960
wild,20,1960
step,20,1960
put,19,1960
white,19,1960
gone,19,1960
tree,19,1960
somebody,19,1960
get,19,1960
made,19,1960
quoth,19,1960
poet,19,1960
place,18,1960
arm,18,1960
dream,18,1960
together,18,1960
still,18,1960
whose,18,1960
face,18,1960
nur,18,1960
couplet,18,1960
may,17,1960
twist,17,1960
forget,17,1960
left,17,1960
head,17,1960
three,17,1960
bismarck,17,1960
heaven,17,1960
jimmy,17,1960
lord,17,1960
number,17,1960
merchant,17,1960
care,16,1960
though,16,1960
die,16,1960
even,16,1960
found,16,1960
hold,16,1960
wah,16,1960
nothing,16,1960
home,16,1960
yellow,16,1960
wanted,16,1960
star,16,1960
money,16,1960
gold,16,1960
sound,15,1960
water,15,1960
took,15,1960
high,15,1960
told,15,1960
without,15,1960
stop,15,1960
called,15,1960
help,15,1960
song,15,1960
son,15,1960
thou,15,1960
olenska,15,1960
tear,14,1960
side,14,1960
smile,14,1960
last,14,1960
try,14,1960
till,14,1960
cheek,14,1960
garden,14,1960
lady,14,1960
cherry,14,1960
laura,14,1960
georgia,14,1960
friend,13,1960
waiting,13,1960
went,13,1960
school,13,1960
finger,13,1960
fool,13,1960
meet,13,1960
stick,13,1960
ai,13,1960
ever,13,1960
drink,13,1960
door,13,1960
looked,13,1960
look,13,1960
alright,13,1960
fine,13,1960
fire,13,1960
sea,13,1960
men,13,1960
leave,13,1960
footstep,13,1960
orleans,13,1960
green,13,1960
rockin,13,1960
madame,13,1960
turn,12,1960
running,12,1960
name,12,1960
sight,12,1960
saw,12,1960
mess,12,1960
afraid,12,1960
reason,12,1960
fair,12,1960
knew,12,1960
boy,12,1960
saying,12,1960
walkin,12,1960
dawn,12,1960
pretty,12,1960
thee,12,1960
fruit,12,1960
hue,12,1960
gardener,12,1960
carver,12,1960
seen,11,1960
bear,11,1960
dove,11,1960
teen,11,1960
somewhere,11,1960
tomorrow,11,1960
late,11,1960
sugar,11,1960
hide,11,1960
start,11,1960
great,11,1960
memory,11,1960
sat,11,1960
ellen,11,1960
wine,11,1960
must,11,1960
timin,11,1960
red,11,1960
cup,11,1960
mother,11,1960
bunch,11,1960
allah,11,1960
yet,10,1960
low,10,1960
sure,10,1960
kind,10,1960
upon,10,1960
today,10,1960
part,10,1960
wait,10,1960
first,10,1960
hey,10,1960
miss,10,1960
rock,10,1960
best,10,1960
wind,10,1960
real,10,1960
gun,10,1960
everything,10,1960
full,10,1960
honey,10,1960
light,10,1960
morning,10,1960
woah,10,1960
beyond,10,1960
moon,10,1960
heartache,10,1960
johnny,10,1960
hee,10,1960
living,10,1960
recited,10,1960
dr,10,1960
phone,9,1960
whisper,9,1960
darling,9,1960
river,9,1960
car,9,1960
wrong,9,1960
tender,9,1960
soul,9,1960
broken,9,1960
run,9,1960
everybody,9,1960
guess,9,1960
el,9,1960
music,9,1960
wore,9,1960
thought,9,1960
chance,9,1960
ride,9,1960
four,9,1960
clothes,9,1960
king,9,1960
taking,9,1960
working,9,1960
bird,9,1960
behind,9,1960
joy,9,1960
beautiful,9,1960
flower,9,1960
million,9,1960
among,9,1960
bough,9,1960
win,9,1960
haha,9,1960
corner,9,1960
marchioness,9,1960
sky,8,1960
hope,8,1960
sad,8,1960
stood,8,1960
met,8,1960
tonight,8,1960
really,8,1960
comma,8,1960
hair,8,1960
horse,8,1960
daddy,8,1960
mama,8,1960
used,8,1960
sun,8,1960
floor,8,1960
cat,8,1960
bop,8,1960
wonder,8,1960
remember,8,1960
save,8,1960
sing,8,1960
ship,8,1960
sink,8,1960
cause,8,1960
chain,8,1960
gang,8,1960
better,8,1960
end,8,1960
bright,8,1960
devil,8,1960
fall,8,1960
mule,8,1960
blow,8,1960
ask,8,1960
poppin,8,1960
la,8,1960
early,8,1960
child,8,1960
evening,8,1960
pie,8,1960
poetry,8,1960
dreamin,8,1960
lovie,8,1960
within,7,1960
secret,7,1960
share,7,1960
answer,7,1960
understand,7,1960
sixteen,7,1960
sorry,7,1960
near,7,1960
lost,7,1960
black,7,1960
house,7,1960
cried,7,1960
many,7,1960
goodbye,7,1960
fell,7,1960
feleena,7,1960
something,7,1960
loving,7,1960
ago,7,1960
break,7,1960
walk,7,1960
shore,7,1960
eight,7,1960
lot,7,1960
german,7,1960
work,7,1960
hard,7,1960
sailing,7,1960
letter,7,1960
live,7,1960
cash,7,1960
show,7,1960
garth,7,1960
john,7,1960
jack,7,1960
cradle,7,1960
top,7,1960
grew,7,1960
charm,7,1960
hath,7,1960
therein,7,1960
branch,7,1960
fig,7,1960
scent,7,1960
kiddio,7,1960
swingin,7,1960
cool,7,1960
manson,7,1960
winsett,7,1960
lucky,7,1960
blind,6,1960
cathy,6,1960
stand,6,1960
bad,6,1960
tight,6,1960
done,6,1960
rule,6,1960
hour,6,1960
glue,6,1960
stuck,6,1960
kissing,6,1960
apart,6,1960
hurt,6,1960
someday,6,1960
cloud,6,1960
change,6,1960
texas,6,1960
town,6,1960
answered,6,1960
lay,6,1960
moment,6,1960
burning,6,1960
paper,6,1960
count,6,1960
else,6,1960
book,6,1960
turned,6,1960
itsy,6,1960
bitsy,6,1960
teenie,6,1960
weenie,6,1960
polka,6,1960
dot,6,1960
bikini,6,1960
poor,6,1960
ten,6,1960
wish,6,1960
puppy,6,1960
kissin,6,1960
shell,6,1960
battleship,6,1960
cut,6,1960
mighty,6,1960
queen,6,1960
golden,6,1960
watch,6,1960
soon,6,1960
trouble,6,1960
todd,6,1960
snider,6,1960
close,6,1960
sin,6,1960
standing,6,1960
peace,6,1960
surprise,6,1960
continued,6,1960
reached,6,1960
zephyr,6,1960
display,6,1960
bell,6,1960
mio,6,1960
huggin,6,1960
motion,6,1960
bitty,6,1960
weekend,6,1960
summer,5,1960
clown,5,1960
brave,5,1960
lovely,5,1960
wide,5,1960
moonlight,5,1960
wave,5,1960
ring,5,1960
taken,5,1960
ocean,5,1960
use,5,1960
hall,5,1960
catch,5,1960
lead,5,1960
bring,5,1960
settle,5,1960
wing,5,1960
return,5,1960
room,5,1960
paso,5,1960
deep,5,1960
dead,5,1960
fear,5,1960
strong,5,1960
shooting,5,1960
rest,5,1960
matter,5,1960
read,5,1960
course,5,1960
open,5,1960
joe,5,1960
forever,5,1960
guy,5,1960
woman,5,1960
spot,5,1960
deck,5,1960
makin,5,1960
hit,5,1960
started,5,1960
hah,5,1960
doubt,5,1960
talking,5,1960
earth,5,1960
imitation,5,1960
seemed,5,1960
toby,5,1960
keith,5,1960
brad,5,1960
paisley,5,1960
bobby,5,1960
god,5,1960
sign,5,1960
pay,5,1960
dress,5,1960
taste,5,1960
falling,5,1960
brought,5,1960
broke,5,1960
dan,5,1960
tucker,5,1960
felt,5,1960
cantare,5,1960
glow,5,1960
di,5,1960
wonderful,5,1960
wherever,5,1960
brighter,5,1960
station,5,1960
slave,5,1960
speech,5,1960
glance,5,1960
beauty,5,1960
form,5,1960
body,5,1960
hundred,5,1960
ceased,5,1960
sheen,5,1960
view,5,1960
spray,5,1960
breast,5,1960
ball,5,1960
whereof,5,1960
almond,5,1960
wit,5,1960
plum,5,1960
third,5,1960
seest,5,1960
bent,5,1960
thy,5,1960
longer,5,1960
asked,5,1960
yay,5,1960
dying,5,1960
climb,5,1960
da,5,1960
french,5,1960
nice,5,1960
dio,5,1960
fellow,5,1960
rain,4,1960
jukebox,4,1960
anymore,4,1960
lie,4,1960
pulled,4,1960
accept,4,1960
spent,4,1960
apple,4,1960
fill,4,1960
score,4,1960
twice,4,1960
bet,4,1960
play,4,1960
knock,4,1960
valley,4,1960
greenfields,4,1960
cold,4,1960
dark,4,1960
along,4,1960
longing,4,1960
west,4,1960
rosa,4,1960
maiden,4,1960
le,4,1960
handsome,4,1960
since,4,1960
stronger,4,1960
maybe,4,1960
mounted,4,1960
trying,4,1960
scream,4,1960
knee,4,1960
mean,4,1960
somehow,4,1960
seem,4,1960
special,4,1960
locker,4,1960
badadup,4,1960
blanket,4,1960
smiling,4,1960
laughed,4,1960
sigh,4,1960
nine,4,1960
complete,4,1960
perfect,4,1960
held,4,1960
touch,4,1960
romance,4,1960
foot,4,1960
british,4,1960
fuss,4,1960
depends,4,1960
runnin,4,1960
shook,4,1960
hoh,4,1960
singing,4,1960
mm,4,1960
happened,4,1960
street,4,1960
watching,4,1960
fly,4,1960
far,4,1960
talked,4,1960
bridge,4,1960
moved,4,1960
tired,4,1960
yonder,4,1960
country,4,1960
george,4,1960
male,4,1960
prine,4,1960
ray,4,1960
mr,4,1960
crowd,4,1960
kissed,4,1960
year,4,1960
meant,4,1960
likei,4,1960
ee,4,1960
satisfy,4,1960
set,4,1960
grown,4,1960
prayer,4,1960
pop,4,1960
harbor,4,1960
nerve,4,1960
pas,4,1960
feather,4,1960
volare,4,1960
blu,4,1960
feeling,4,1960
lamplighter,4,1960
whichever,4,1960
age,4,1960
dinar,4,1960
silk,4,1960
compare,4,1960
visit,4,1960
marvel,4,1960
grace,4,1960
amongst,4,1960
brow,4,1960
dight,4,1960
plate,4,1960
likest,4,1960
wherein,4,1960
grape,4,1960
various,4,1960
pear,4,1960
apricot,4,1960
hanging,4,1960
cluster,4,1960
shahrazad,4,1960
perceived,4,1960
permitted,4,1960
auspicious,4,1960
entered,4,1960
fain,4,1960
manner,4,1960
virgin,4,1960
pure,4,1960
twain,4,1960
clad,4,1960
shape,4,1960
growing,4,1960
parcel,4,1960
married,4,1960
youth,4,1960
orange,4,1960
thereof,4,1960
forth,4,1960
fan,4,1960
air,4,1960
leaf,4,1960
round,4,1960
whereupon,4,1960
shall,4,1960
lute,4,1960
heard,4,1960
weather,4,1960
pi,4,1960
sunday,4,1960
sometimes,4,1960
gentle,4,1960
worry,4,1960
hoppin,4,1960
whinin,4,1960
switchblade,4,1960
knife,4,1960
safe,3,1960
free,3,1960
closer,3,1960
pretend,3,1960
passing,3,1960
shed,3,1960
indian,3,1960
maid,3,1960
raging,3,1960
ground,3,1960
lifetime,3,1960
listen,3,1960
fix,3,1960
squeeze,3,1960
tied,3,1960
si,3,1960
plaything,3,1960
exception,3,1960
prove,3,1960
mad,3,1960
swept,3,1960
seems,3,1960
likeall,3,1960
wicked,3,1960
spell,3,1960
cowboy,3,1960
death,3,1960
pain,3,1960
hill,3,1960
getting,3,1960
weary,3,1960
rise,3,1960
jungle,3,1960
cave,3,1960
knockin,3,1960
wear,3,1960
hip,3,1960
string,3,1960
sittin,3,1960
daughter,3,1960
enough,3,1960
wearing,3,1960
laughing,3,1960
half,3,1960
whispering,3,1960
thrill,3,1960
pray,3,1960
laugh,3,1960
snow,3,1960
lovin,3,1960
brook,3,1960
hood,3,1960
battle,3,1960
tried,3,1960
bow,3,1960
coming,3,1960
stone,3,1960
known,3,1960
straight,3,1960
move,3,1960
land,3,1960
remind,3,1960
folk,3,1960
begin,3,1960
youyou,3,1960
next,3,1960
sit,3,1960
softly,3,1960
send,3,1960
sweetness,3,1960
fish,3,1960
strait,3,1960
jerry,3,1960
tractor,3,1960
jason,3,1960
aldean,3,1960
sue,3,1960
shot,3,1960
jones,3,1960
rodney,3,1960
road,3,1960
jesus,3,1960
kentucky,3,1960
spite,3,1960
willie,3,1960
case,3,1960
montgomery,3,1960
piece,3,1960
redneck,3,1960
solo,3,1960
wall,3,1960
laughter,3,1960
skinner,3,1960
jumped,3,1960
nature,3,1960
hoping,3,1960
plain,3,1960
wallflower,3,1960
shelf,3,1960
tenderly,3,1960
soft,3,1960
mobile,3,1960
passed,3,1960
hat,3,1960
quarter,3,1960
papa,3,1960
goin,3,1960
confusion,3,1960
rainbow,3,1960
sings,3,1960
given,3,1960
ma,3,1960
forgive,3,1960
aglow,3,1960
divine,3,1960
cute,3,1960
chief,3,1960
everywhere,3,1960
wold,3,1960
grey,3,1960
grecian,3,1960
doth,3,1960
thus,3,1960
loveliness,3,1960
sitting,3,1960
wont,3,1960
father,3,1960
art,3,1960
invited,3,1960
replied,3,1960
egg,3,1960
peach,3,1960
pomegranate,3,1960
shine,3,1960
sway,3,1960
written,3,1960
pearl,3,1960
sleeve,3,1960
bloom,3,1960
skin,3,1960
eke,3,1960
brain,3,1960
shade,3,1960
welcome,3,1960
bag,3,1960
harm,3,1960
veil,3,1960
aught,3,1960
colour,3,1960
goodly,3,1960
purest,3,1960
blood,3,1960
fourth,3,1960
fairest,3,1960
ingot,3,1960
roll,3,1960
breeze,3,1960
chrysolite,3,1960
gaze,3,1960
fragrant,3,1960
indeed,3,1960
tongue,3,1960
different,3,1960
walked,3,1960
pavilion,3,1960
seated,3,1960
breath,3,1960
tray,3,1960
drank,3,1960
presently,3,1960
ye,3,1960
highest,3,1960
troop,3,1960
manifold,3,1960
filled,3,1960
naught,3,1960
bitter,3,1960
lack,3,1960
sprang,3,1960
thick,3,1960
awhile,3,1960
ivory,3,1960
spice,3,1960
tent,3,1960
garment,3,1960
raised,3,1960
moaned,3,1960
bowed,3,1960
yea,3,1960
glanced,3,1960
lid,3,1960
magic,3,1960
heavenly,3,1960
tommy,3,1960
tu,3,1960
non,3,1960
ti,3,1960
teardrop,3,1960
call,3,1960
souvenir,3,1960
chick,3,1960
greatest,3,1960
glad,3,1960
build,3,1960
stairway,3,1960
whole,3,1960
history,3,1960
biology,3,1960
science,3,1960
janey,3,1960
newland,3,1960
liked,3,1960
augustine,3,1960
mingott,3,1960
either,3,1960
spicer,3,1960
silly,3,1960
struthers,3,1960
movement,3,1960
overcoat,3,1960
person,3,1960
spirit,3,1960
emotion,3,1960
pd,3,1960
everyday,3,1960
counting,3,1960
monday,3,1960
friday,3,1960
reach,2,1960
anywhere,2,1960
hang,2,1960
goyou,2,1960
tall,2,1960
telling,2,1960
vocalization,2,1960
throwing,2,1960
faster,2,1960
railroad,2,1960
track,2,1960
mistake,2,1960
apology,2,1960
devotion,2,1960
excite,2,1960
handy,2,1960
repair,2,1960
main,2,1960
busy,2,1960
shake,2,1960
thru,2,1960
grizzly,2,1960
kitchen,2,1960
team,2,1960
tiger,2,1960
sleepin,2,1960
least,2,1960
tame,2,1960
doll,2,1960
clippa,2,1960
roam,2,1960
learn,2,1960
dreaming,2,1960
dreamed,2,1960
mexican,2,1960
cantina,2,1960
whirl,2,1960
evil,2,1960
vain,2,1960
stranger,2,1960
ran,2,1960
fast,2,1960
bullet,2,1960
worse,2,1960
five,2,1960
smoke,2,1960
chest,2,1960
kneel,2,1960
nothin,2,1960
ugly,2,1960
club,2,1960
lion,2,1960
toughest,2,1960
alive,2,1960
wildcat,2,1960
jive,2,1960
likehe,2,1960
limb,2,1960
cuz,2,1960
happening,2,1960
voice,2,1960
inside,2,1960
nobody,2,1960
front,2,1960
porch,2,1960
bopopopopopopop,2,1960
gentry,2,1960
happen,2,1960
comb,2,1960
six,2,1960
seven,2,1960
fifteen,2,1960
paul,2,1960
anka,2,1960
liveget,2,1960
ticket,2,1960
pale,2,1960
fun,2,1960
asks,2,1960
winter,2,1960
melt,2,1960
okay,2,1960
biggest,2,1960
steer,2,1960
spin,2,1960
bottom,2,1960
seventh,2,1960
spun,2,1960
moaning,2,1960
gim,2,1960
bless,2,1960
beg,2,1960
lil,2,1960
david,2,1960
woulda,2,1960
columbus,2,1960
misery,2,1960
bye,2,1960
sweetest,2,1960
dancing,2,1960
bliss,2,1960
city,2,1960
needle,2,1960
pin,2,1960
twilight,2,1960
lighting,2,1960
burn,2,1960
appear,2,1960
park,2,1960
swinging,2,1960
torn,2,1960
unknown,2,1960
window,2,1960
skipped,2,1960
beat,2,1960
doorstep,2,1960
dreamy,2,1960
scene,2,1960
eden,2,1960
creole,2,1960
flashin,2,1960
linger,2,1960
luke,2,1960
bryan,2,1960
america,2,1960
reed,2,1960
bar,2,1960
beer,2,1960
billy,2,1960
named,2,1960
girlfriend,2,1960
steve,2,1960
holy,2,1960
trailer,2,1960
medicine,2,1960
mark,2,1960
complain,2,1960
roger,2,1960
miller,2,1960
carrington,2,1960
carter,2,1960
dirty,2,1960
dog,2,1960
bare,2,1960
walker,2,1960
e,2,1960
loretta,2,1960
lynn,2,1960
van,2,1960
maddie,2,1960
tae,2,1960
drunk,2,1960
buffett,2,1960
patsy,2,1960
trace,2,1960
nelson,2,1960
merle,2,1960
haggard,2,1960
legend,2,1960
michael,2,1960
rich,2,1960
lyle,2,1960
lovett,2,1960
neither,2,1960
missing,2,1960
stevens,2,1960
pause,2,1960
morgan,2,1960
stripe,2,1960
nichols,2,1960
story,2,1960
weed,2,1960
band,2,1960
spend,2,1960
bucket,2,1960
quick,2,1960
candle,2,1960
landed,2,1960
diddle,2,1960
turtle,2,1960
jill,2,1960
drive,2,1960
tumblin,2,1960
temptation,2,1960
promised,2,1960
losing,2,1960
wake,2,1960
promise,2,1960
beside,2,1960
steal,2,1960
danced,2,1960
buddy,2,1960
date,2,1960
yesterday,2,1960
playing,2,1960
older,2,1960
pity,2,1960
dime,2,1960
died,2,1960
grave,2,1960
single,2,1960
journey,2,1960
maddening,2,1960
enjoy,2,1960
disillusion,2,1960
che,2,1960
de,2,1960
nel,2,1960
felice,2,1960
stare,2,1960
lassu,2,1960
volando,2,1960
alto,2,1960
despacio,2,1960
mi,2,1960
others,2,1960
forgotten,2,1960
lourdes,2,1960
village,2,1960
bernadette,2,1960
gazed,2,1960
sweetheart,2,1960
recall,2,1960
shop,2,1960
nearly,2,1960
sir,2,1960
master,2,1960
pull,2,1960
chug,2,1960
woo,2,1960
sweetly,2,1960
considerable,2,1960
fare,2,1960
wherefore,2,1960
possessed,2,1960
size,2,1960
merchandise,2,1960
stuff,2,1960
brocade,2,1960
rare,2,1960
describers,2,1960
spied,2,1960
guise,2,1960
surprised,2,1960
fourteenth,2,1960
model,2,1960
symmetrical,2,1960
giving,2,1960
rosy,2,1960
marble,2,1960
sword,2,1960
dost,2,1960
grant,2,1960
somewhat,2,1960
desireth,2,1960
charmeth,2,1960
base,2,1960
azure,2,1960
gate,2,1960
paradise,2,1960
trained,2,1960
shown,2,1960
vergier,2,1960
coat,2,1960
henna,2,1960
past,2,1960
arbour,2,1960
rizwan,2,1960
line,2,1960
waved,2,1960
bend,2,1960
gift,2,1960
fresh,2,1960
grief,2,1960
trip,2,1960
nightingale,2,1960
sang,2,1960
rill,2,1960
skirt,2,1960
pace,2,1960
singeth,2,1960
wood,2,1960
sort,2,1960
ruby,2,1960
sense,2,1960
quail,2,1960
bard,2,1960
cure,2,1960
ill,2,1960
noble,2,1960
sugared,2,1960
amazing,2,1960
join,2,1960
beloved,2,1960
spy,2,1960
shame,2,1960
brightness,2,1960
eyne,2,1960
blossom,2,1960
sick,2,1960
clear,2,1960
athwart,2,1960
outer,2,1960
favoureth,2,1960
platter,2,1960
excellent,2,1960
ripe,2,1960
power,2,1960
sinatic,2,1960
aleppine,2,1960
agree,2,1960
racing,2,1960
steed,2,1960
varied,2,1960
flowing,2,1960
kernel,2,1960
freshest,2,1960
note,2,1960
cast,2,1960
swaying,2,1960
tide,2,1960
gathereth,2,1960
bending,2,1960
hung,2,1960
shaddock,2,1960
fragrance,2,1960
hearteneth,2,1960
myrtle,2,1960
pleasure,2,1960
pillow,2,1960
stuffed,2,1960
ostrich,2,1960
whereon,2,1960
laid,2,1960
kept,2,1960
fixed,2,1960
crystal,2,1960
charged,2,1960
meat,2,1960
fat,2,1960
eating,2,1960
returning,2,1960
pleasant,2,1960
converse,2,1960
recite,2,1960
verse,2,1960
stead,2,1960
general,2,1960
recalling,2,1960
contain,2,1960
singular,2,1960
fond,2,1960
union,2,1960
thorn,2,1960
vivid,2,1960
mimic,2,1960
silvern,2,1960
porcelain,2,1960
wot,2,1960
handed,2,1960
drunken,2,1960
offence,2,1960
forbear,2,1960
bountiful,2,1960
wilt,2,1960
mankind,2,1960
divorce,2,1960
virtue,2,1960
company,2,1960
melody,2,1960
shining,2,1960
returned,2,1960
gazelle,2,1960
teeth,2,1960
slender,2,1960
slight,2,1960
fold,2,1960
quit,2,1960
chasing,2,1960
forehead,2,1960
ornament,2,1960
stature,2,1960
began,2,1960
token,2,1960
haste,2,1960
opening,2,1960
female,2,1960
laying,2,1960
lap,2,1960
moan,2,1960
bid,2,1960
parted,2,1960
morn,2,1960
wise,2,1960
present,2,1960
softer,2,1960
eyebrow,2,1960
wrote,2,1960
talkin,2,1960
playin,2,1960
deeper,2,1960
wishin,2,1960
stickin,2,1960
race,2,1960
dollar,2,1960
drove,2,1960
chapel,2,1960
per,2,1960
mia,2,1960
canzone,2,1960
sarai,2,1960
sei,2,1960
vita,2,1960
sent,2,1960
warmth,2,1960
embrace,2,1960
lonesome,2,1960
needin,2,1960
kick,2,1960
everythings,2,1960
thats,2,1960
plan,2,1960
dig,2,1960
admit,2,1960
rocked,2,1960
chorus,2,1960
reeling,2,1960
ringing,2,1960
peaceful,2,1960
student,2,1960
cousin,2,1960
countess,2,1960
brother,2,1960
slightly,2,1960
tiny,2,1960
luckily,2,1960
interjected,2,1960
screwed,2,1960
alike,2,1960
message,2,1960
rushed,2,1960
simply,2,1960
hoped,2,1960
malicious,2,1960
built,2,1960
moving,2,1960
discovered,2,1960
thank,2,1960
marry,2,1960
persuade,2,1960
influence,2,1960
threw,2,1960
exclaimed,2,1960
grandmother,2,1960
intended,2,1960
write,2,1960
gaiety,2,1960
thoughtfully,2,1960
rather,2,1960
beaufort,2,1960
usually,2,1960
nastasia,2,1960
resentment,2,1960
belonged,2,1960
macfarlane,2,1960
evidently,2,1960
scarf,2,1960
lean,2,1960
spanish,2,1960
leonine,2,1960
large,2,1960
bouquet,2,1960
purple,2,1960
sofa,2,1960
sighing,2,1960
delightful,2,1960
agathon,2,1960
abandon,2,1960
witty,2,1960
weak,2,1960
lecture,2,1960
blenker,2,1960
murmured,2,1960
listened,2,1960
defend,2,1960
hell,2,1960
marriage,2,1960
wee,2,1960
jump,2,1960
luck,2,1960
filly,2,1960
slappy,2,1960
looovve,2,1960
whooa,2,1960
knowing,2,1960
tomarrow,2,1960
undismayed,2,1960
searchin,2,1960
hopin,2,1960
there,2,1960
improvement,2,1960
rearrange,2,1960
pet,2,1960
happens,2,1960
cheated,2,1960
mistreated,2,1960
waited,2,1960
doggin,2,1960
searched,2,1960
everyone,2,1960
bout,2,1960
bit,2,1960
ice,2,1960
cream,2,1960
candy,2,1960
storm,1,1960
warm,1,1960
gloomy,1,1960
blessed,1,1960
holding,1,1960
crawl,1,1960
hears,1,1960
sincere,1,1960
treating,1,1960
clownyou,1,1960
bank,1,1960
tribe,1,1960
fought,1,1960
swim,1,1960
beating,1,1960
swam,1,1960
swirling,1,1960
stream,1,1960
touched,1,1960
huntin,1,1960
fateful,1,1960
stalled,1,1960
looking,1,1960
clutched,1,1960
buried,1,1960
cruel,1,1960
captured,1,1960
surrendered,1,1960
willow,1,1960
invite,1,1960
gather,1,1960
putting,1,1960
pencil,1,1960
likecomma,1,1960
tighter,1,1960
darlin,1,1960
untrue,1,1960
everlasting,1,1960
strolled,1,1960
parched,1,1960
depart,1,1960
searching,1,1960
likehome,1,1960
reminisce,1,1960
nighttime,1,1960
blacker,1,1960
casting,1,1960
dashing,1,1960
daring,1,1960
sharing,1,1960
anger,1,1960
challenged,1,1960
challenge,1,1960
heartbeat,1,1960
silence,1,1960
shocked,1,1960
foul,1,1960
deed,1,1960
raced,1,1960
caught,1,1960
badlands,1,1960
mexico,1,1960
worthless,1,1960
saddled,1,1960
riding,1,1960
overlooking,1,1960
push,1,1960
onward,1,1960
dozen,1,1960
shouting,1,1960
dreadfully,1,1960
saddle,1,1960
unable,1,1960
fallen,1,1960
puff,1,1960
rifle,1,1960
nowhere,1,1960
cradled,1,1960
eat,1,1960
stew,1,1960
chauffeur,1,1960
genuine,1,1960
dinosaur,1,1960
knuckle,1,1960
wearin,1,1960
tearin,1,1960
offa,1,1960
monstas,1,1960
bug,1,1960
bettah,1,1960
motah,1,1960
scootah,1,1960
dinosawruh,1,1960
hipsville,1,1960
stir,1,1960
dismiss,1,1960
forgetting,1,1960
hopeless,1,1960
puppet,1,1960
ownyou,1,1960
ear,1,1960
class,1,1960
nervous,1,1960
bundled,1,1960
liketwo,1,1960
turning,1,1960
obsession,1,1960
animotion,1,1960
ode,1,1960
billie,1,1960
bobbie,1,1960
chiffon,1,1960
roy,1,1960
orbison,1,1960
ordinary,1,1960
neil,1,1960
sealed,1,1960
edge,1,1960
shipley,1,1960
whenyou,1,1960
freckled,1,1960
nose,1,1960
crazy,1,1960
snuggling,1,1960
eleven,1,1960
twelve,1,1960
thirteen,1,1960
fourteen,1,1960
neat,1,1960
seventeen,1,1960
faith,1,1960
trust,1,1960
awfully,1,1960
treat,1,1960
lome,1,1960
sparkling,1,1960
anyone,1,1960
carry,1,1960
robin,1,1960
grow,1,1960
effort,1,1960
fastest,1,1960
sailed,1,1960
foggy,1,1960
seaman,1,1960
understood,1,1960
terror,1,1960
fatal,1,1960
firing,1,1960
mile,1,1960
cleared,1,1960
trail,1,1960
churchill,1,1960
asail,1,1960
likethe,1,1960
fog,1,1960
homeland,1,1960
admiral,1,1960
fleet,1,1960
aimed,1,1960
highway,1,1960
byway,1,1960
frown,1,1960
meanwhile,1,1960
thirsty,1,1960
cling,1,1960
grabbed,1,1960
lyin,1,1960
goliath,1,1960
mighta,1,1960
stomped,1,1960
instead,1,1960
isabella,1,1960
offered,1,1960
jewel,1,1960
sand,1,1960
ow,1,1960
likeno,1,1960
captain,1,1960
dancer,1,1960
twinkle,1,1960
giggle,1,1960
teach,1,1960
nightyou,1,1960
burned,1,1960
ash,1,1960
sold,1,1960
planned,1,1960
somehowyou,1,1960
clock,1,1960
torch,1,1960
ticking,1,1960
hurtyou,1,1960
couple,1,1960
strolling,1,1960
search,1,1960
breathe,1,1960
woe,1,1960
allthati,1,1960
alonely,1,1960
myname,1,1960
empty,1,1960
itmusthavebeen,1,1960
raining,1,1960
thenight,1,1960
wasborn,1,1960
writing,1,1960
nameyou,1,1960
neighborhood,1,1960
sayin,1,1960
mistook,1,1960
meyou,1,1960
add,1,1960
link,1,1960
ex,1,1960
favorite,1,1960
pastime,1,1960
amos,1,1960
moses,1,1960
b,1,1960
bartender,1,1960
rehab,1,1960
horton,1,1960
kelly,1,1960
pickler,1,1960
goggles,1,1960
neal,1,1960
mccoy,1,1960
